nan,2.830758228352797112e-01,-1.433788395283656404e-02,-3.896354295028160442e-01,3.050933220768611287e-01,2.146044200443006089e-01,2.289596506800354314e-01,4.607786119804219704e-01
2.830758228352796557e-01,nan,1.176897184599114271e-01,4.933368249771800246e-02,7.720913221547417993e-02,2.842441561298049077e-03,1.169238637247056456e-01,1.628785625634929790e-01
-1.433788395283658486e-02,1.176897184599114687e-01,nan,6.933095876963457638e-01,-7.061903432037094919e-02,-2.010925638399139181e-01,2.918007679600249926e-02,5.675003480472146089e-02
-3.896354295028160442e-01,4.933368249771800246e-02,6.933095876963457638e-01,nan,-2.166316215069296336e-01,-2.880007229739534047e-01,-4.865336677368983093e-02,-1.092529212153070112e-01
3.050933220768611287e-01,7.720913221547416605e-02,-7.061903432037093531e-02,-2.166316215069296891e-01,nan,5.131633554797008223e-01,4.255185516688594349e-01,4.103842927691108700e-01
2.146044200443006089e-01,2.842441561298071628e-03,-2.010925638399139181e-01,-2.880007229739534047e-01,5.131633554797008223e-01,nan,3.159501900944419739e-01,5.527347571002210191e-01
2.289596506800354037e-01,1.169238637247056178e-01,2.918007679600249579e-02,-4.865336677368984480e-02,4.255185516688594349e-01,3.159501900944420849e-01,nan,3.449903788262326243e-01
4.607786119804219704e-01,1.628785625634930068e-01,5.675003480472146089e-02,-1.092529212153070389e-01,4.103842927691108700e-01,5.527347571002210191e-01,3.449903788262326798e-01,nan
